Unnamed: 0,The below data set is the monthly rainfall data series for arunachal pradesh from the year 1916 to 2015,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
ARUNACHAL PRADESH,1979,47.4,81.6,138.2,158.8,210.3,239.4,665.4,296.9,417.5,409.6,27.4,81.2,2773.6
ARUNACHAL PRADESH,1980,65.6,130.4,251.4,372,245.5,530.9,514.1,544.7,367.4,185.4,7.8,0.2,3215.3
ARUNACHAL PRADESH,1981,93.1,136.1,255.2,197.4,285,494.9,549.3,360.6,262.6,71.8,29.3,55.5,2790.9
ARUNACHAL PRADESH,1982,6.4,100.4,151.2,335.3,241.4,429.8,593,197,526.6,82.3,53.8,62.2,2779.5
ARUNACHAL PRADESH,1983,65.4,171.1,217.6,351.2,301.9,551,563.2,389.9,476.4,191.7,14.9,40.8,3335.3
ARUNACHAL PRADESH,1984,98.1,42.8,166.9,389.3,448.7,417.3,671,309.2,455.5,184.1,5.7,89.5,3278
ARUNACHAL PRADESH,1985,54.1,81,255.6,347.1,345.5,506,657.8,326.3,502.2,116.6,25.4,48.8,3266.2
ARUNACHAL PRADESH,1986,19.3,90.1,122.8,335.3,101.8,402.5,453.7,355.3,387.6,176.6,36.6,14,2495.6
ARUNACHAL PRADESH,1987,3.7,72.5,147.7,352,230.8,501.5,754.9,558.8,646.6,101.1,24.1,39.6,3433.2
ARUNACHAL PRADESH,1988,50.9,118.3,250.7,278.9,535.9,287,868.1,815.6,486.3,416.4,34.2,13.1,4155.3
ARUNACHAL PRADESH,1989,52.6,171.9,92.9,388.7,239.7,484.2,640.7,305.3,526.5,281.7,77.9,19.6,3281.6
ARUNACHAL PRADESH,1990,54.8,112.4,149,289.9,366.2,857.2,534,352.8,625.5,240.6,2,19.7,3604
ARUNACHAL PRADESH,1991,24.9,86,110.7,193.3,423.7,608.3,607.7,603.4,484.5,189,22.2,80.8,3434.4
ARUNACHAL PRADESH,1992,33.2,128.9,184.6,196.4,239.2,522.9,557.2,294.3,328.2,201.5,11.5,8.9,2707
ARUNACHAL PRADESH,1993,95.7,125.4,134.4,130.6,408.3,569.5,619.2,691.9,323.1,228.6,14.7,7.5,3348.9
ARUNACHAL PRADESH,1994,48.2,72.6,215.3,232.1,382.9,416.1,233,280.2,225,161.6,14.1,6.2,2287.4
ARUNACHAL PRADESH,1995,20.6,79.9,84.3,198.8,363.9,686.9,714.5,328.8,425.1,82.4,51,32.6,3068.8
ARUNACHAL PRADESH,1996,35.7,56.2,163.6,171.4,398.2,316.2,593,372.1,191.2,212.5,9.1,1.4,2520.5
ARUNACHAL PRADESH,1997,26.2,68.5,158.5,94.7,212.6,548,395.2,237,403.5,58.5,45.9,26.3,2274.9
ARUNACHAL PRADESH,1998,26.7,78.8,193.6,125,275,839.8,823.8,807,236.8,187.2,20.5,2.5,3616.7
ARUNACHAL PRADESH,1999,7.9,6.1,40.4,159.6,343.2,450,376.9,438.1,254,207.9,28.3,4.3,2316.6
ARUNACHAL PRADESH,2000,54.1,47.1,139.9,293.8,267.2,459.8,395.4,387.4,407.4,81.3,53.9,9.6,2596.8
ARUNACHAL PRADESH,2001,53.1,66.6,134.9,229.9,195.6,277.2,302.6,279.9,288.1,173.8,19.3,14.9,2036
ARUNACHAL PRADESH,2002,74.2,37.2,126.3,248.2,197.1,396.8,604,290.7,257.9,94,45,17.9,2389.2
ARUNACHAL PRADESH,2003,22.9,83.2,109.6,182,173.5,424.3,645.3,327.2,259.9,182.6,25,16.2,2451.8
ARUNACHAL PRADESH,2004,38,39.1,175.5,210.2,298.7,402.9,654.3,243,278.5,184.8,5.6,15.2,2545.7
ARUNACHAL PRADESH,2005,48.4,167.6,229.5,195.3,179.8,269.3,430.8,400,243.6,139.3,28.6,3.3,2335.5
ARUNACHAL PRADESH,2006,6,103.7,63.3,202.7,321.7,520.4,382.2,227.6,263.2,77.2,69.7,21.7,2259.6
ARUNACHAL PRADESH,2007,13.4,97.4,48.1,292.4,250.4,530.2,761,364.6,529.3,102.6,24.3,6.9,3020.7
ARUNACHAL PRADESH,2008,76.7,39.7,122.6,192.4,185,423.6,456.1,439.3,189.7,115.1,1.7,2.6,2244.4
ARUNACHAL PRADESH,2009,18,92.8,72.1,132.7,189.9,259.1,329.9,370.3,152.5,82.9,33.9,15.9,1749.9
ARUNACHAL PRADESH,2010,0.6,13.2,237.8,466.9,312.7,509.9,378,321.5,444.2,97.7,58.9,14.2,2855.7
ARUNACHAL PRADESH,2011,40,51.3,174.5,240.8,219.6,288.4,531.4,277.6,286.7,51.9,16.2,15.2,2193.7
ARUNACHAL PRADESH,2012,57.8,35.8,134.2,403.4,187.4,645.8,638.9,316,724.9,248.1,22,26.2,3440.3
ARUNACHAL PRADESH,2013,18.5,40.5,115.1,175.1,335.8,290,329.6,230.2,316.1,164.1,13.3,14.6,2042.9
ARUNACHAL PRADESH,2014,19,101.9,80.3,86.7,299,415.8,392.4,599.6,343,35.1,20.1,10.2,2403.2
ARUNACHAL PRADESH,2015,30.8,47.5,97.5,287.1,238.9,637.9,329.3,595.5,374.2,65.2,33.8,29.8,2767.5
